POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
2091,1696.66,3986.08,4840.57,479.77,267.27,-166.52,-3641.76,-30615.17,1447.9,19148.97,-5705.62,112.75,0.0,-2556.25,-5592.87,-8149.12
2101,1723.83,4123.97,4844.6,497.09,274.15,-164.75,-3638.2,-30633.14,1428.87,19050.52,-5679.82,112.94,0.0,-2493.05,-5566.88,-8059.93
2111,1731.85,4020.08,4840.4,494.23,261.41,-144.44,-3678.29,-30698.1,1439.87,19081.82,-5621.21,111.71,0.0,-2651.18,-5509.5,-8160.68
2121,1676.64,4012.55,4872.93,487.54,246.02,-174.14,-3656.8,-30814.67,1448.64,19139.65,-5531.33,110.67,0.0,-2761.63,-5420.66,-8182.29
2131,1705.47,3991.22,4810.79,475.42,245.6,-142.74,-3620.23,-30670.98,1434.54,19060.63,-5624.43,113.54,0.0,-2710.28,-5510.89,-8221.18
2141,1669.53,3945.43,4847.49,478.69,249.73,-147.7,-3614.04,-30973.95,1458.66,19175.63,-5392.44,112.87,0.0,-2910.54,-5279.57,-8190.11
2151,1711.0,4016.67,4835.92,481.86,242.48,-149.87,-3671.42,-30739.23,1411.89,19075.29,-5538.21,113.6,0.0,-2785.43,-5424.61,-8210.04
2161,1730.26,4110.87,4855.28,485.92,246.23,-171.26,-3708.71,-30657.69,1428.27,19079.86,-5655.82,112.52,0.0,-2600.97,-5543.3,-8144.27
2171,1685.07,3994.11,4823.89,489.96,252.62,-165.67,-3639.0,-30652.81,1463.54,19128.79,-5690.01,112.83,0.0,-2619.51,-5577.18,-8196.68
2181,1671.69,4002.25,4838.46,467.73,257.81,-160.64,-3668.71,-30725.57,1430.31,19182.35,-5611.76,113.04,0.0,-2704.33,-5498.71,-8203.04
2191,1705.28,4107.58,4881.94,498.78,265.32,-195.96,-3651.03,-30580.29,1444.48,19001.22,-5623.51,112.91,0.0,-2522.69,-5510.6,-8033.29
2201,1779.46,4069.35,4827.58,503.92,293.71,-146.75,-3631.89,-30615.67,1451.11,19044.71,-5691.89,112.43,0.0,-2424.47,-5579.45,-8003.93
2211,1743.48,4076.96,4882.34,483.86,269.31,-175.9,-3616.85,-30889.66,1438.02,19106.84,-5522.12,113.2,0.0,-2681.62,-5408.92,-8090.55
2221,1683.93,4013.29,4830.95,478.16,240.24,-150.78,-3642.21,-30376.97,1423.27,18948.85,-5831.68,113.12,0.0,-2551.27,-5718.57,-8269.83
2231,1689.86,4052.0,4848.96,501.22,272.46,-177.36,-3641.98,-30648.28,1450.56,19125.8,-5683.93,112.32,0.0,-2526.77,-5571.61,-8098.38
